id,institutionCode,recordedBy,eventDate,year,month,day,country,decimalLongitude,decimalLatitude,verbatimElevation,family,genus,specificEpithet,scientificName,scientificNameAuthorship,occurrenceRemarks,dynamicProperties,verbatimAttributes,references,reproductiveCondition
98358,INABIOEC,Jorge Caranqui,2002-08-22,2002.0,8.0,22.0,Ecuador,-78.1833,-2.2667,956 m,Rubiaceae,Psychotria,hazenii,Psychotria hazenii,Standl.,,,"Hierba de 50 cm. de alto. Brácteas oscuras, frutos morados.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=98358,
99090,INABIOEC,Carlos Eduardo Cerón Martínez,1987-12-10,1987.0,12.0,10.0,Ecuador,-77.36666,-0.65,800 m,Rubiaceae,Psychotria,hazenii,Psychotria hazenii,Standl.,,,"Subarbusto de 40 cm. Inflorescencia apical, brácteas de las flores color verde-agua la base y verde-obscuro el ápice, flores color blanco.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=99090,
99618,INABIOEC,John Littner Clark,1996-06-19,1996.0,6.0,19.0,Ecuador,-79.9667,0.0167,300 - 700 m,Rubiaceae,Psychotria,hazenii,Psychotria hazenii,Standl.,,,"Tree, 4 m tall. Calyx persistent and purple. Fruits bright blue.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=99618,
99671,INABIOEC,John Littner Clark,2003-07-07,2003.0,7.0,7.0,Ecuador,-78.1167,0.8167,1600-1900 m,Rubiaceae,Psychotria,hazenii,Psychotria hazenii,Standl.,,,"Shrub, 1 m tall. Calyx green. Corolla white and salverform.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=99671,
99676,INABIOEC,John Littner Clark,1997-04-07,1997.0,4.0,7.0,Ecuador,-79.75,0.0167,300 - 700 m,Rubiaceae,Psychotria,hazenii,Psychotria hazenii,Standl.,,,"Tree, 12 m tall. Bracts (or calyx) purple. Corolla white and tubular.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=99676,
99784,INABIOEC,Xavier Francisco Cornejo Sotomayor,1995-03-19,1995.0,3.0,19.0,Ecuador,-79.75,-3.4833,500 m,Rubiaceae,Psychotria,hazenii,Psychotria hazenii,Standl.,,,Árbol pequeño. Frutos verdes.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=99784,
103379,INABIOEC,Kvist,1983-12-10,1983.0,12.0,10.0,Ecuador,-79.36666,-0.35,300 m,Rubiaceae,Psychotria,hazenii,Psychotria hazenii,Standl.,,,"Shrub, 2 m. tall, flowers white, berries blue. Nom. vern.: Curú bibíen (Colorado). Use: Stomach pains, diseases of liver and kidney, and urination problems. Prep.: A fresh drink is prepared by macerating the leaves in water.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=103379,
105188,INABIOEC,David A. Neill,1998-08-26,1998.0,8.0,26.0,Ecuador,-79.9667,0.0167,700 m,Rubiaceae,Psychotria,hazenii,Psychotria hazenii,Standl.,,,"Shrub to 3 m tall. In shaded forest understory. Bracts purplish, shading to green at base. Fruits dark blue.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=105188,
106595,INABIOEC,Walter Armando Palacios Cuenca,1990-10-03,1990.0,10.0,3.0,Ecuador,-77.65,-0.1833,1500 m,Rubiaceae,Psychotria,hazenii,Psychotria hazenii,Standl.,,,Planta arbustiva de 1 m de altura. Frutos azules.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=106595,
109540,INABIOEC,José Homero Vargas López,1997-03-05,1997.0,3.0,5.0,Ecuador,-79.95,0.0167,300 - 700 m,Rubiaceae,Psychotria,hazenii,Psychotria hazenii,Standl.,,,Arbusto de 1.50 m. Flores terminales lilas.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=109540,
97505,INABIOEC,Aída Álvarez,1992-08-27,1992.0,8.0,27.0,Ecuador,-78.46666,-0.38333,1900 - 2500 m,Rubiaceae,Psychotria,montivaga,Psychotria montivaga,C.M. Taylor,,,"Árbol de 6 m de altura, 13 cm de DAP. Frutos verdes de inmaduros y rojos de maduros.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=97505,
98252,INABIOEC,Brad Boyle,1993-04-14,1993.0,4.0,14.0,Ecuador,-78.1667,0.8667,1730 - 1760 m,Rubiaceae,Psychotria,montivaga,Psychotria montivaga,C.M. Taylor,,,"Tree, 16.5 cm dbh. In bud only. Transect 1750-2.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=98252,
99114,INABIOEC,Carlos Eduardo Cerón Martínez,1990-02-08,1990.0,2.0,8.0,Ecuador,-78.7833,-0.2,1600 - 1800 m,Rubiaceae,Psychotria,montivaga,Psychotria montivaga,C.M. Taylor,,,Árbolito de 5 m de altura. Frutos verdes. TF 5.19,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=99114,
99125,INABIOEC,Carlos Eduardo Cerón Martínez,1989-12-07,1989.0,12.0,7.0,Ecuador,-78.7833,-0.2,1600 m,Rubiaceae,Psychotria,montivaga,Psychotria montivaga,C.M. Taylor,,,Árbolito de 5 m de altura. Frutos verdes.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=99125,
99130,INABIOEC,Carlos Eduardo Cerón Martínez,1991-04-13,1991.0,4.0,13.0,Ecuador,-78.4333,-2.6,1000 - 1300 m,Rubiaceae,Psychotria,montivaga,Psychotria montivaga,C.M. Taylor,,,Árbol de 8 m de altura. Frutos verdes. TP 44.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=99130,
100248,INABIOEC,Thomas Bernard Croat,2006-03-14,2006.0,3.0,14.0,Ecuador,-78.635,0.1169,1200 - 1313 m,Rubiaceae,Psychotria,montivaga,Psychotria montivaga,C.M. Taylor,,,Shrub 5 m tall; fruits green to red.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=100248,
100429,INABIOEC,Piero G. Delprete,1992-07-12,1992.0,7.0,12.0,Ecuador,-78.65,0.5,1200-1400 m,Rubiaceae,Psychotria,montivaga,Psychotria montivaga,C.M. Taylor,,,"Arbusto de 4 - 5 m de alto. Flores blancas. Frutos inmaduros verdes. Frutos maduros rojos, carnosos.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=100429,
101214,INABIOEC,Efraín Liborio Freire Mayorga,1995-12-27,1995.0,12.0,27.0,Ecuador,-78.6333,0.0167,1930 m,Rubiaceae,Psychotria,montivaga,Psychotria montivaga,C.M. Taylor,,,"Árbol de 10 m, DAP 8 cm. Frutos azules.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=101214,
102326,INABIOEC,Juergen Homeier,0000-00-00,2000.0,0.0,0.0,Ecuador,-79.066667,-3.966667,1980 m,Rubiaceae,Psychotria,montivaga,Psychotria montivaga,C.M. Taylor,,,"Tree, red fruits.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=102326,
106599,INABIOEC,Walter Armando Palacios Cuenca,1990-09-07,1990.0,9.0,7.0,Ecuador,-77.65,-0.2,1800 - 1900 m,Rubiaceae,Psychotria,montivaga,Psychotria montivaga,C.M. Taylor,,,Árbol de 5 m de altura. Frutos verdes.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=106599,
106854,INABIOEC,Claes Håkan Persson,2000-03-10,2000.0,3.0,10.0,Ecuador,-78.8,0.2333,2000 m,Rubiaceae,Psychotria,montivaga,Psychotria montivaga,C.M. Taylor,,,Tree 8 m dbh 12 cm. Fruits red.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=106854,
107282,INABIOEC,Wilson Quizhpe,2007-03-09,2007.0,3.0,9.0,Ecuador,-79.0822,-4.665,1840 m,Rubiaceae,Psychotria,montivaga,Psychotria montivaga,C.M. Taylor,,,Arbusto de 3 m de alto. Flores de color amarillo.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=107282,
107292,INABIOEC,Wilson Quizhpe,2007-03-05,2007.0,3.0,5.0,Ecuador,-78.9856,-4.5956,2190 m,Rubiaceae,Psychotria,montivaga,Psychotria montivaga,C.M. Taylor,,,Arbusto de 4 m de alto. Flores tubulares de color blanco.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=107292,
107618,INABIOEC,Wilson Rojas,1999-10-19,1999.0,10.0,19.0,Ecuador,-78.6305,0.0283,2000 m,Rubiaceae,Psychotria,montivaga,Psychotria montivaga,C.M. Taylor,,,"Árbol de 7 m. Infrutescencia terminal, frutos globosos maduros de color naranja.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=107618,
108081,INABIOEC,Philip Arthur Silverstone-Sopkin,2003-08-03,2003.0,8.0,3.0,Ecuador,-79.1061,-0.9783,1760 m,Rubiaceae,Psychotria,montivaga,Psychotria montivaga,C.M. Taylor,,,"Arbusto ca. 2 m de alto; fruto cambia de verde a anaranjodo a rojo a rojo oscuro, globoso, carnoso, hasta 7 mm 1. x 8 mm ancho.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=108081,
108082,INABIOEC,Philip Arthur Silverstone-Sopkin,2003-08-08,2003.0,8.0,8.0,Ecuador,-79.1147,-0.9792,1725 m,Rubiaceae,Psychotria,montivaga,Psychotria montivaga,C.M. Taylor,,,"Arbusto ca. 2.5 m de alto; frutos más grandes son rojo-violetas, globosos, carnosos, hasta 8 mm 1. x 8 mm ancho.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=108082,
108116,INABIOEC,Bertil Ståhl,1996-03-12,1996.0,3.0,12.0,Ecuador,-77.85,0.28333,1750 m,Rubiaceae,Psychotria,montivaga,Psychotria montivaga,C.M. Taylor,,,"Tree 4 m, flowers greenish-yellow, fruits brownish red.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=108116,
98254,INABIOEC,Brad Boyle,1993-04-14,1993.0,4.0,14.0,Ecuador,-78.1667,0.8667,1730 - 1760 m,Rubiaceae,Psychotria,recordiana,Psychotria recordiana,Standl.,,,"Treelet, 3.1 cm dbh. Corolla white. Transect 1750-2.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=98254,
98270,INABIOEC,Jason Christopher Bradford,1993-06-07,1993.0,6.0,7.0,Ecuador,-78.1669,0.8328,1930 - 2200 m,Rubiaceae,Psychotria,recordiana,Psychotria recordiana,Standl.,,,Shrub; fruits blue. 1980 m.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=98270,
98366,INABIOEC,Jorge Caranqui,2002-03-07,2002.0,3.0,7.0,Ecuador,-78.4667,0.3667,2150 m,Rubiaceae,Psychotria,recordiana,Psychotria recordiana,Standl.,,,"Arbusto de 2 m. de alto, frutos azules.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=98366,
99133,INABIOEC,Carlos Eduardo Cerón Martínez,1990-02-08,1990.0,2.0,8.0,Ecuador,-78.7833,-0.2,1600 - 1800 m,Rubiaceae,Psychotria,recordiana,Psychotria recordiana,Standl.,,,Arbusto de 4 m de altura. Frutos azules. TF 3.25,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=99133,
99141,INABIOEC,Carlos Eduardo Cerón Martínez,1989-12-05,1989.0,12.0,5.0,Ecuador,-78.7833,-0.2,1600 - 1800 m,Rubiaceae,Psychotria,recordiana,Psychotria recordiana,Standl.,,,Arbusto de 3 m de altura. Flores verdes vinosas.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=99141,
100289,INABIOEC,Thomas Bernard Croat,1992-02-09,1992.0,2.0,9.0,Ecuador,-78.80277,-0.23138,1800 m,Rubiaceae,Psychotria,recordiana,Psychotria recordiana,Standl.,,,Shrub 3 m; fruits green.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=100289,
100404,INABIOEC,Tania Delgado,1999-10-19,1999.0,10.0,19.0,Ecuador,-78.6305,0.0283,2000 m,Rubiaceae,Psychotria,recordiana,Psychotria recordiana,Standl.,,,Arbusto de 2 m. Flores y estambres blancos.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=100404,
101220,INABIOEC,Efraín Liborio Freire Mayorga,1995-12-23,1995.0,12.0,23.0,Ecuador,-78.6333,0.0167,1885 m,Rubiaceae,Psychotria,recordiana,Psychotria recordiana,Standl.,,,"Árbol de 2.5 m, DAP 3 cm. Estéril.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=101220,
101221,INABIOEC,Efraín Liborio Freire Mayorga,1996-01-13,1996.0,1.0,13.0,Ecuador,-78.6333,0.0167,1940 m,Rubiaceae,Psychotria,recordiana,Psychotria recordiana,Standl.,,,"Árbol de 2.5 m, DAP 2.5 cm. Frutos pequeños blancos.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=101221,
101438,INABIOEC,Alwyn Howard Gentry,1991-02-11,1991.0,2.0,11.0,Ecuador,-78.6167,0.1167,1550 m,Rubiaceae,Psychotria,recordiana,Psychotria recordiana,Standl.,,,"Treelet 1"" dbh, fruit blue.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=101438,
102585,INABIOEC,Fernando Hurtado,1989-01-19,1989.0,1.0,19.0,Ecuador,-78.05,0.0333,1800 - 2000 m,Rubiaceae,Psychotria,recordiana,Psychotria recordiana,Standl.,,,"Arbusto de 1,50 m. Frutos verdes claros redondos. Colectado en bosque primario perturbado.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=102585,
105430,INABIOEC,Fernando Nicolalde-Morejón,1999-10-19,1999.0,10.0,19.0,Ecuador,-78.6305,0.0283,1960 m,Rubiaceae,Psychotria,recordiana,Psychotria recordiana,Standl.,,,"Arbusto de 3-4 m. Flores blancas. Frutos maduros blancos, con alor a menta.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=105430,
106855,INABIOEC,Claes Håkan Persson,2000-03-10,2000.0,3.0,10.0,Ecuador,-78.8,0.2333,2000 m,Rubiaceae,Psychotria,recordiana,Psychotria recordiana,Standl.,,,shrub 2.3m. Fruits glossy blue 1.2 x 1.0cm.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=106855,
107450,INABIOEC,Jorge Eduardo Ramos Peréz,2003-08-13,2003.0,8.0,13.0,Ecuador,-78.99361,0.49305,2156 m,Rubiaceae,Psychotria,recordiana,Psychotria recordiana,Standl.,,,"Arbusto ca. 1.5m; bracteas de la inflorescencia verde-morado oscuras; sépalos verd claros-amarillentos; corola blanco-verdosa; filamentos blanco-moradosos; anteras café claras; ovario y estilo vrde claros, apicalmente el estilo moradoso; estigma blanco-moradoso.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=107450,
107617,INABIOEC,Wilson Rojas,1999-10-19,1999.0,10.0,19.0,Ecuador,-78.6305,0.0283,2000 m,Rubiaceae,Psychotria,recordiana,Psychotria recordiana,Standl.,,,Arbusto de 3 m. Flores blancas terminales. Fruto una baya globosa lila. Filo del estero.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=107617,
108085,INABIOEC,Philip Arthur Silverstone-Sopkin,2003-07-11,2003.0,7.0,11.0,Ecuador,-78.0675,-0.66722,1915 m,Rubiaceae,Psychotria,recordiana,Psychotria recordiana,Standl.,,,"Arbusto ca. 1.4m de alto, en bosque ; corola 10mm de largo x 4mm de ancho en boca, óbulos 5, blanca teñida de rosado.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=108085,
108086,INABIOEC,Philip Arthur Silverstone-Sopkin,2003-08-08,2003.0,8.0,8.0,Ecuador,-79.1147,-0.9792,1725 m,Rubiaceae,Psychotria,recordiana,Psychotria recordiana,Standl.,,,"Arbusto; corola 6mm de 1. (con lóbulos cerrados y enderezados), tubo blancuzco teñido ligeramente con morado pálido; limbo blanco.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=108086,
109559,INABIOEC,José Homero Vargas López,2004-01-27,2004.0,1.0,27.0,Ecuador,-78.1667,0.8,1440 m,Rubiaceae,Psychotria,recordiana,Psychotria recordiana,Standl.,,,Arbusto de 80 cm. Flores verdes.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=109559,
109663,INABIOEC,Grady Linder Webster,1990-07-14,1990.0,7.0,14.0,Ecuador,-78.6333,0.1167,1700 - 1800 m,Rubiaceae,Psychotria,recordiana,Psychotria recordiana,Standl.,,,Shrub 3 m high; flowers white.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=109663,
106540,INABIOEC,Walter Armando Palacios Cuenca,0000-00-00,1994.0,8.0,0.0,Ecuador,-78.1167,0.8333,1600 - 1700 m,Rutaceae,Zanthoxylum,formiciferum,Zanthoxylum formiciferum,P.G. Waterman,,,Árbol de 4 m de altura. Espinas de 0.7 cm en el tronco. Puntos translcidos no visibles.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=106540,
108267,INABIOEC,Karsten Thomsen,1985-05-18,1985.0,5.0,18.0,Ecuador,-78.3833,1.0333,900 - 1000 m,Rutaceae,Zanthoxylum,formiciferum,Zanthoxylum formiciferum,P.G. Waterman,,,Tree 15 X 15. Bark light yellow-orange with many lenticells.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=108267,
159541,INABIOEC,Walter Armando Palacios Cuenca,1985-02-27,1985.0,2.0,27.0,Ecuador,-78.1,-1.45,1300 m,Rutaceae,Zanthoxylum,formiciferum,Zanthoxylum formiciferum,P.G. Waterman,,31083-31082-2/2,"Árbol de 10 m de altura, Creciendo en area de Potrero. Inflorescence viejas.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=159541,
160227,INABIOEC,Walter Armando Palacios Cuenca,1990-10-03,1990.0,10.0,3.0,Ecuador,-77.65,-0.1833,1500 m,Rutaceae,Zanthoxylum,formiciferum,Zanthoxylum formiciferum,P.G. Waterman,,42863-42862-2/2,Árbol de 15 m de altura; 17 cm DAP. Espinas en el fuste muy escasas. Presencia de frutos.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=160227,
99663,INABIOEC,John Littner Clark,1995-12-12,1995.0,12.0,12.0,Ecuador,-78.45,0.3833,2600 m,Rutaceae,Zanthoxylum,quinduense,Zanthoxylum quinduense,Tul.,,,"Tree, 10 m tall. Rachis red. Fruits dark black.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=99663,
100380,INABIOEC,S. Bibiana Cuamacás,1992-11-25,1992.0,11.0,25.0,Ecuador,-78.4333,0.3333,2800 - 3000 m,Rutaceae,Zanthoxylum,quinduense,Zanthoxylum quinduense,Tul.,,,"Árbol mediano de 15 m de altura, 25 cm DAP. Colectado en pendiente. Corteza externa café-grisácea, 0.8 cm de espesor, con espinas a lo largo del fuste; interna crema con olor a Citrus. Ramitas con lenticelas. Hojas paripinnadas, folíolos con puntos translúcidos,que al estrujar tienen olor a Citrus. Botones florales verdes. Infrutescencia seca café oscura. Usos: Exclusivamente para leña. Nombre común: Limoncillo.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=100380,
103136,INABIOEC,Peter Møller Jørgensen,1990-05-23,1990.0,5.0,23.0,Ecuador,-79.0667,-1.9,2660 m,Rutaceae,Zanthoxylum,quinduense,Zanthoxylum quinduense,Tul.,,,Tree 8 m. Fruits green with darker dots.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=103136,
104719,INABIOEC,David A. Neill,1999-11-07,1999.0,11.0,7.0,Ecuador,-78.6186,0.0211,2500 m,Rutaceae,Zanthoxylum,quinduense,Zanthoxylum quinduense,Tul.,,,"Tree 15 m tall. Branches brittle. Leaves coriaceous, dark glossy green above, paler beneath. Leaf rachis reddish. Flowers cream; anthers dark wine-red.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=104719,
106526,INABIOEC,Walter Armando Palacios Cuenca,1991-04-08,1991.0,4.0,8.0,Ecuador,-78.0333,0.6,3200 m,Rutaceae,Zanthoxylum,quinduense,Zanthoxylum quinduense,Tul.,,,Árbol de 6 m de altura; 20 cm DAP. Fuste cubierto con espinas cónicas de 1 cm de largo. Nervaduras de las hojas rojizas. Botones florales verduzcos. Frutos viejos pegados a las ramas. Nombre común: tachuelo,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=106526,
106530,INABIOEC,Walter Armando Palacios Cuenca,1992-01-13,1992.0,1.0,13.0,Ecuador,-77.8667,-0.5667,2000 m,Rutaceae,Zanthoxylum,quinduense,Zanthoxylum quinduense,Tul.,,,Rebrotes jóvenes de 1.5 m de altura.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=106530,
108456,INABIOEC,Galo A. Tipaz,1992-08-17,1992.0,8.0,17.0,Ecuador,-78.41666,0.88333,1800 m,Rutaceae,Zanthoxylum,quinduense,Zanthoxylum quinduense,Tul.,,,"Árbol de 15 m de altura, 30 cm DAP. En bosque primario. Madera amarilla. Frutos capsulares planos.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=108456,
108459,INABIOEC,Galo A. Tipaz,1992-01-31,1992.0,1.0,31.0,Ecuador,-78.03333,0.63333,3200 m,Rutaceae,Zanthoxylum,quinduense,Zanthoxylum quinduense,Tul.,,,"Árbol, 8 m de altura, 15 cm DAP. Fuste con espinas. Colectado en potrero. Pe- ciolo y peciolulo violáceos, de con- sistencia fuerte y quebradiza. Olor fuer- te al cortar las ramas, puntos translú- cidos en las hojas, frutos anaranjados.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=108459,
140066,INABIOEC,Efraín Liborio Freire Mayorga,2015-12-08,2015.0,12.0,8.0,Ecuador,-79.720278,-3.576944,2332 m,Rutaceae,Zanthoxylum,quinduense,Zanthoxylum quinduense,Tul.,,,"Árbol, 20 m de alto, frutos verdes olor a naranja.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=140066,
158447,INABIOEC,Carlos O. Morales,2001-10-19,2001.0,10.0,19.0,Ecuador,-78.6667,-0.0167,2500 m,Rutaceae,Zanthoxylum,quinduense,Zanthoxylum quinduense,Tul.,,,"Árbol de 6 m con espinas en el fuste, no muy abundantes, olor a limón, botones florales verdes.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=158447,
97667,INABIOEC,Carlos Aulestia,1992-11-22,1992.0,11.0,22.0,Ecuador,-78.5333333,0.9166667,900 m,Rutaceae,Zanthoxylum,verrucosum,Zanthoxylum verrucosum,P.G. Waterman,,,Árbol de 5 m de altura. En bosque primario. Frutos verdes con manchas rojas.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=97667,
102313,INABIOEC,Juergen Homeier,2008-04-14,2008.0,4.0,14.0,Ecuador,-77.7483,-0.675,,Rutaceae,Zanthoxylum,verrucosum,Zanthoxylum verrucosum,P.G. Waterman,,,"tree, plot 64 #1990",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=102313,
106554,INABIOEC,Walter Armando Palacios Cuenca,1989-03-20,1989.0,3.0,20.0,Ecuador,-77.6667,-0.7167,1200 m,Rutaceae,Zanthoxylum,verrucosum,Zanthoxylum verrucosum,P.G. Waterman,,,"Árbol 15 m de alto. Fuste con espinas. Folíolos membranosos. Frutos jóvenes, verdes.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=106554,
108460,INABIOEC,Galo A. Tipaz,1992-06-19,1992.0,6.0,19.0,Ecuador,-78.4,1.0,650 - 100 m,Rutaceae,Zanthoxylum,verrucosum,Zanthoxylum verrucosum,P.G. Waterman,,,Árbol de 10 m de altura. A orilla del Río Botella. Frutos capsulares negro- cafés cuando secos. Utilizado para tirantes y tijeras de casas. Nombre común: pudeg,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=108460,
62654,INABIOEC,Aída Álvarez,1994-01-24,1994.0,1.0,24.0,Ecuador,-77.9333333,-0.5,2800 - 3100 m,Sabiaceae,Meliosma,arenosa,Meliosma arenosa,Idrobo & Cuatrec.,,,"Árbol de 6 m de altura, 26.2 cm de DAP. Frutos ovalados, negros de maduros.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=62654,
62655,INABIOEC,Aída Álvarez,1993-01-25,1993.0,1.0,25.0,Ecuador,-79.0667,-1.3667,3050 - 3250 m,Sabiaceae,Meliosma,arenosa,Meliosma arenosa,Idrobo & Cuatrec.,,,"Árbol de 8 m de altura, 32.2 cm de DAP. Hojas quebradizas. Frutos redondos, verdes de inmaduros, negros de maduros. Usos: frutos maduros comestibles. NV: ""motilón"".",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=62655,
63618,INABIOEC,Jorge Caranqui,2004-06-03,2004.0,6.0,3.0,Ecuador,-78.4833,-1.5167,3100 m,Sabiaceae,Meliosma,arenosa,Meliosma arenosa,Idrobo & Cuatrec.,,,Árbol de 10 m. Botones florales cremosos.,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=63618,
63619,INABIOEC,Jorge Caranqui,2002-02-22,2002.0,2.0,22.0,Ecuador,-78.45,-1.5,2950 m,Sabiaceae,Meliosma,arenosa,Meliosma arenosa,Idrobo & Cuatrec.,,,"Árbol de 4m. de alto, frutos maduros morados.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=63619,
65042,INABIOEC,Carlos Eduardo Cerón Martínez,1992-03-19,1992.0,3.0,19.0,Ecuador,-78.5,0.0833,2200 m,Sabiaceae,Meliosma,arenosa,Meliosma arenosa,Idrobo & Cuatrec.,,,"Árbol de 20 m frutos redondos de 1-1.5 cm de diámetro, color verdeagua.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=65042,
66799,INABIOEC,S. Bibiana Cuamacás,1992-05-12,1992.0,5.0,12.0,Ecuador,-78.4333,0.3333,2800 - 3000 m,Sabiaceae,Meliosma,arenosa,Meliosma arenosa,Idrobo & Cuatrec.,,,"Árbolito de 10 m de altura, 10 cm DAP. Corteza externa café-amarillenta, 0.4 cm de espesor; interna crema. Fruto una drupa irregular de color verde- amarillento.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=66799,
68250,INABIOEC,Juergen Homeier,2003-09-07,2003.0,9.0,7.0,Ecuador,-79.15,-3.9833,2500 m,Sabiaceae,Meliosma,arenosa,Meliosma arenosa,Idrobo & Cuatrec.,,,"Small tree, 4m, black fruits.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=68250,
72414,INABIOEC,Walter Armando Palacios Cuenca,1992-02-16,1992.0,2.0,16.0,Ecuador,-78.4333,0.35,2850 m,Sabiaceae,Meliosma,arenosa,Meliosma arenosa,Idrobo & Cuatrec.,,,"Árbol de 10 m de altura; 8 cm DAP. Hojas tiesas, coriáceas. Pétalos blancas.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=72414,
74458,INABIOEC,Galo A. Tipaz,1989-04-02,1989.0,4.0,2.0,Ecuador,-77.7,0.5833,3200 - 3500 m,Sabiaceae,Meliosma,arenosa,Meliosma arenosa,Idrobo & Cuatrec.,,,"Nombre vulgar: ""paeche"" Árbol de 10-15 m; 30-35 cm DAP. Corteza externa con grietas y lenticelas, plomiza, 2 cm de grosor; corteza interna verdosa, lisa. Hojas coriáceas. Fruto negro. Sabor amargo al masticar hojas y frutos. Usos: en carpintería por ser madera suave.",https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=74458,
